barcode,product_name,retailer_name,suspicious_price,median_price_for_barcode,reason_for_flag
3574661709352,ג'ונסונס ג'ונסון בייבי שמפו נטורלי סנסיטיב (₪6.56 ל-),Super-Pharm,6.56,10.23,Suspiciously Low Price
3574661709383,ג'ונסונס ג'ונסון בייבי אל סבון נטורלי סנסיטיב (₪6.56 ל-),Super-Pharm,6.56,10.23,Suspiciously Low Price
3574661709604,ג'ונסונס ג'ונסון בייבי תחליב לחות נטורלי סנסיטיב (₪9.34 ל-),Super-Pharm,9.34,11.620000000000001,Suspiciously Low Price
3574661728216,ג'ונסונס ג'ונסון בייבי טלק תירס (₪9.72 ל-),Super-Pharm,9.72,20.81,Suspiciously Low Price
3574661780511,RETINOL BOOST סרום לילה מועשר (₪436.67 ל-),Super-Pharm,436.67,132.0,Potential Pricing Error
3574661781211,HYDRO BOOST סרום לחות מוגברת (₪303.33 ל-),Super-Pharm,303.33,91.0,Potential Pricing Error
3574661818450,שמפו פרוטאין לשיקום השיער (₪9.32 ל-),Super-Pharm,9.32,9.32,Suspiciously Low Price
3574661820484,מינט שטיפת פה (₪9.37 ל-),Good Pharm,6.9,8.135,Suspiciously Low Price
3574661820484,מינט שטיפת פה (₪9.37 ל-),Super-Pharm,9.37,8.135,Suspiciously Low Price
3574669907248,ג'ונסונס ג'ונסון שמפו טיפות של ברק (₪4.98 ל-),Super-Pharm,4.98,14.99,Suspiciously Low Price
3574669907514,ג'ונסונס ג'ונסון בייבי שמפו לפני השינה (₪4.58 ל-),Super-Pharm,4.58,4.58,Suspiciously Low Price
3574669907729,ג'ונסונס ג'ונסון בייבי שמפו לתינוק (₪4.12 ל-),Super-Pharm,4.12,14.56,Suspiciously Low Price
3574669907767,ג'ונסונס ג'ונסון בייבי שמפו קמומיל (₪4.12 ל-),Super-Pharm,4.12,14.56,Suspiciously Low Price
3574669907972,ג'ונסונס ג'ונסון שמפו טיפות של ברק (₪4.12 ל-),Super-Pharm,4.12,14.56,Suspiciously Low Price
3574669908245,ג'ונסונס מרכך שיער טיפות של ברק (₪4.98 ל-),Super-Pharm,4.98,4.98,Suspiciously Low Price
3574669908481,ג'ונסונס ג'ונסון בייבי אל סבון לתינוק (₪3.45 ל-),Super-Pharm,3.45,17.9,Suspiciously Low Price
3574669908665,ג'ונסונס ג'ונסון בייבי אל סבון לפני השינה (₪3.45 ל-),Super-Pharm,3.45,17.9,Suspiciously Low Price
3574669908948,ג'ונסונס ג'ונסון בייבי אל סבון לרחצה עדינה (₪3.45 ל-),Super-Pharm,3.45,17.9,Suspiciously Low Price
3574669909181,ג'ונסונס ג'ונסון בייבי שמן אלוורה לתינוק (₪8.30 ל-),Super-Pharm,8.3,16.6,Suspiciously Low Price
3574669909204,ג'ונסונס ג'ונסון בייבי שמן לתינוק (₪8.63 ל-),Super-Pharm,8.63,8.63,Suspiciously Low Price
3600522251750,L'OREAL PARIS REVITALIFT LASER קרם עיניים להפחתת מראה קמטים (₪740 ל-),Super-Pharm,740.0,95.0,Potential Pricing Error
3600523201310,L'OREAL PARIS REVITALIFT FILLER קרם עיניים להפחתת מראה עייפות (₪740 ל-),Super-Pharm,740.0,96.0,Potential Pricing Error
3600523873920,L'OREAL PARIS REVITALIFT FILLER סרום לפנים חומצה היאלורנית (₪370 ל-),Super-Pharm,370.0,99.9,Potential Pricing Error
3600523936625,L'OREAL PARIS REVITALIFT LASER סרום לפנים להפחתת מראה קמטים (₪370 ל-),Super-Pharm,370.0,99.9,Potential Pricing Error
3600523971954,L'OREAL PARIS REVITALIFT LASER סרום רטינול ערב (₪370 ל-),Super-Pharm,370.0,97.45,Potential Pricing Error
3600524012601,L'OREAL PARIS CELL RENEW סרום מידנייט לפנים (₪440 ל-),Super-Pharm,440.0,124.9,Potential Pricing Error
3600524021900,לשיער - לחות מירבית לתלתלים (₪7.49 ל-),Super-Pharm,7.49,23.745,Suspiciously Low Price
3600524025540,סרום אנטי-אייג'ינג לעיניים- רויטליפט פילר,Super-Pharm,555.0,96.0,Potential Pricing Error
3600524070212,L'OREAL PARIS REVITALIFT CLINICAL סרום ויטמין C (₪403.33 ל-),Super-Pharm,403.33,114.0,Potential Pricing Error
3600524119829,L'OREAL PARIS BRIGHT REVEAL סרום 10% ניאצינאמיד (₪403.33 ל-),Super-Pharm,403.33,114.95,Potential Pricing Error
3600524162511,L'OREAL PARIS AGE PERFECT LE DUO סרום (₪469.33 ל-),Super-Pharm,469.33,124.45,Potential Pricing Error
3600524163075,הידרה היאלורונית ממלא את השיער בלחות עד 72 שעות (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524163082,לטיפול בקצוות מפוצלים המכיל קרטין צמחי ושמן קיק לשיער ארוך ופגום (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524163099,משקם עם קרטין צמחי ושמן קיק לשיער ארוך ופגום. (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524163198,מטפח קולור פרוטקט שומר על העוצמה וחיוניות הצבע (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524163204,שמנים מופלאים לרכות אינסופית (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524166687,הידרה היאלורונית נועל את הלחות בשיער עד 72 שעות (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524166694,הידרה פיור מסיר בעדינות את שאריות השומן והלכלוך (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524167080,שמנים מופלאים להזנה עוצמתית (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524167097,מטפח קולור פרוטקט שומר על העוצמה וחיוניות הצבע (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524167103,פול רזיסט מחזק את סיב השערה פועל מהשורשים ועד לקצוות השיער (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524167134,הידרה פיור מסייע בהשבת הלחות עד לקצוות השיער עד ל-72 שעות (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524187569,פול רזיסט מחזק ומגן על סיב השערה (₪4.97 ל-),Super-Pharm,4.97,12.434999999999999,Suspiciously Low Price
3600524197704,L'OREAL PARIS REVITALIFT LASER סרום פפטידים (₪386.67 ל-),Super-Pharm,386.67,105.4,Potential Pricing Error
3600524230180,GLYCOLIC GLOSS לוכד ברק (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600524230456,GLYCOLIC GLOSS מעצים ברק (₪3.98 ל-),Super-Pharm,3.98,17.9,Suspiciously Low Price
3600541022096,7 ימים תחליב לחות לגוף - חמאת שיאה (₪3.98 ל-),Super-Pharm,3.98,9.44,Suspiciously Low Price
3600541023291,7 ימים תחליב לחות לגוף - אלוורה (₪3.98 ל-),Super-Pharm,3.98,14.9,Suspiciously Low Price
3600541940574,MICELAR CLEANSING WATER מסיר איפור מים מיסלריים (₪6.86 ל-),Super-Pharm,6.86,45.0,Suspiciously Low Price
3600542432962,SKIN NATURALS סרום לפנים אלוורה (₪226.67 ל-),Super-Pharm,226.67,60.95,Potential Pricing Error
3600542513241,סרום עם פחם (₪226.67 ל-),Super-Pharm,226.67,67.0,Potential Pricing Error
3600542541602,SKIN ACTIVE סרום לפנים ויטמין C (‫₪226.67 ל-‬),Super-Pharm,226.67,67.0,Potential Pricing Error
3600542612975,SKIN ACTIVE מיסלריים ויטמין סי אריזת חיסכון (₪6.86 ל-),Super-Pharm,6.86,6.86,Suspiciously Low Price
3607345724607,אדידס גל רחצה לנשים סמוט 400 מל,Super-Pharm,8.9,8.9,Suspiciously Low Price
3614272907652,ARMANI MY WAY א.ד.פ לאשה (₪670 ל-),Super-Pharm,670.0,201.0,Potential Pricing Error
3614273660440,"GENIFIQUE LIGHT PEARL סרום עיניים (₪1,830 ל-)",Super-Pharm,1830.0,292.8,Potential Pricing Error
3614274170191,"RENERGIE H.C.F טריפל סרום (₪1,615 ל-)",Super-Pharm,1615.0,258.4,Potential Pricing Error
3614274170207,"טריפל סרום עיניים רנרג'י 20 מ""ל",Super-Pharm,2045.0,368.1,Potential Pricing Error
3616305274168,ברברי הירו סבון מוצק לגבר 100 גרם,Kolbo Yehuda,49.0,49.0,Suspected Unit Price (Keyword)
3660005325439,סבון מוצק עדין בניחוח שיבולת שועל (₪0.37 ל-),Super-Pharm,0.37,0.37,Suspiciously Low Price
3700487045088,מארז 2 זוגות רפידות הנקה יום (₪49.50 ליחידה),Super-Pharm,49.5,49.5,Suspected Unit Price (Keyword)
3700487061620,רפידת הנקה רב פעמיות דקיקות CURVE One size (₪41 ליחידה),Super-Pharm,41.0,41.0,Suspected Unit Price (Keyword)
37977005288,סיליקון 6+ (₪27.45 ליחידה),Super-Pharm,27.45,38.9,Suspected Unit Price (Keyword)
37977005288,סיליקון 6+ (₪27.45 ליחידה),Be Pharm,38.9,38.9,Suspected Unit Price (Keyword)
37977005288,סיליקון 6+ (₪27.45 ליחידה),Good Pharm,38.9,38.9,Suspected Unit Price (Keyword)
37977800463,נשכנים מצוננים פרפר (₪12.45 ליחידה),Super-Pharm,12.45,12.45,Suspected Unit Price (Keyword)
3800020403631,קיט קט צאנקי חמאת בוטנים 42 גרם,Super-Pharm,6.9,6.9,Suspiciously Low Price
3800020423578,קיט-קט קיט קט צ'אנקי (₪12.25 ל-),Good Pharm,4.9,8.575,Suspiciously Low Price
38000232169,פרינגלס - מידי אורגינל 67 גרם,Good Pharm,7.9,7.9,Suspiciously Low Price
3800205872634,מוטו - וופלים קרם קקאו 34 גרם * מארז חמישייה,Good Pharm,9.9,9.9,Suspiciously Low Price
3800205872658,מוטו - וופלים קרם אגוז לוז וקקאו 34 גרם * מארז חמישייה,Good Pharm,9.9,9.9,Suspiciously Low Price
3800205877547,מרטי - מיני ברוסקטה עגבניות זיתים 140 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
3800205877929,מרטי - מיני ברוסקטה ים תיכוני 140 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
3838447000331,יעקבי וילדה- 3 ספוגיות גליצי עמידות לחיידקים (₪4.97 ליחידה),Good Pharm,13.9,13.9,Suspected Unit Price (Keyword)
4000417022004,ריטר - שוקולד חלב עם צימוקים ואגוזים 100 גרם,Good Pharm,10.9,11.95,Suspected Unit Price (Keyword)
4000417022004,ריטר - שוקולד חלב עם צימוקים ואגוזים 100 גרם,Super-Pharm,13.0,11.95,Suspected Unit Price (Keyword)
4000417211002,ריטר - שוקולד חלב מעולה ממולא מוס קרמל 100 גרם,Good Pharm,10.9,10.9,Suspected Unit Price (Keyword)
4000417212009,ריטר - שוקולד מריר עם שקדים וקליפות תפוז 100 גרם,Good Pharm,10.9,10.9,Suspected Unit Price (Keyword)
4000417294005,ריטר שוקולד חלב במילוי קרם קקאו מוקצף,Good Pharm,9.9,12.9,Suspiciously Low Price
4001638501989,פוד חמאת שפתיים (₪6.24 ל-),Super-Pharm,6.24,23.07,Suspiciously Low Price
4001686009277,הריבו Haribo Skaters הריבו פטל בצורת סקייטבורד (₪8.57 ל-),Super-Pharm,8.57,8.57,Suspiciously Low Price
4001686011065,הריבו Haribo Bears ice דובוני הריבו בטעמי קרטיבים (₪8.57 ל-),Super-Pharm,8.57,8.57,Suspiciously Low Price
4001686322536,הריבו Haribo frogs- סוכריות גומי בטעם פירות בצורת צפרדעים (₪9.09 ל-),Super-Pharm,9.09,9.09,Suspiciously Low Price
4002448017684,ניקוי כללי מסיר אבנית (₪2.79 ל-),Super-Pharm,2.79,2.79,Suspiciously Low Price
4002575016253,זנטיס - מרציפן 100 גרם,Good Pharm,9.9,9.9,Suspected Unit Price (Keyword)
4003994112427,קלוגס Kellogg's Corn Flakes 750g קלוגס קורן פלקס ענק 750 (₪6.53 ל-),Super-Pharm,6.53,6.53,Suspiciously Low Price
4004666002268,נוזל רצפות מיוחד לשואב שוטף (₪4.90 ל-),Super-Pharm,4.9,4.9,Suspiciously Low Price
4004666004514,יעקבי מלרוד - ניקוי וחיטוי דשא סינטטי 1000 מל (₪4.50 ל-),Super-Pharm,4.5,4.5,Suspiciously Low Price
4004666042004,משמיד עובש (₪7.18 ל-),Super-Pharm,7.18,18.54,Suspiciously Low Price
4004666107819,– מרסס לניקוי וטיהור המזגן (₪7.80 ל-),Super-Pharm,7.8,15.35,Suspiciously Low Price
40052403,קיט-קט קיט קט 4 אצבעות שוקולד חלב (₪11.81 ל-),Good Pharm,4.5,8.155000000000001,Suspiciously Low Price
4005808502004,לחות רוז ורוד בליסטר (₪352.08 ל-),Super-Pharm,352.08,12.9,Potential Pricing Error
4005808650903,לחות הידרו קר בודד (₪352.08 ל-),Super-Pharm,352.08,12.9,Potential Pricing Error
4005808812882,Q10 POWER קרם עיניים (₪673.33 ל-),Super-Pharm,673.33,79.9,Potential Pricing Error
4005808827336,CELLULAR קרם עיניים,Super-Pharm,846.67,128.0,Potential Pricing Error
4005808920518,תחליב רחצה וטיפוח סופט עם שמן שקדים (₪3.78 ל-),Super-Pharm,3.78,9.84,Suspiciously Low Price
40058153,ניוואה קרם רב שימושי 30 מל,Good Pharm,6.9,7.4,Suspiciously Low Price
40058153,ניוואה קרם רב שימושי 30 מל,Super-Pharm,7.9,7.4,Suspiciously Low Price
4005900036445,דאודורנט רול און בלאק אנד וויט פיור לאישה (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900036476,דאודורנט רול און בלאק אנד וויט קליר לאישה (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900036506,דאודורנט רול און בלאק אנד וויט לגבר (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900273482,לחות לשפתיים בטעם פטל שחור (₪352.08 ל-),Super-Pharm,352.08,12.9,Potential Pricing Error
4005900388513,דאודורנט רול און דריי קומפורט לאישה (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900488459,דאודורנט רול און דריי פרש לאישה (₪43.80 ל-),Super-Pharm,43.8,13.95,Potential Pricing Error
4005900513069,דאודורנט רול און דיפ לגבר (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900521262,דיפ קלין סבון רחצה 3 ב-1 לגוף פנים ושיער (₪3.98 ל-),Super-Pharm,3.98,14.9,Suspiciously Low Price
4005900639554,ניוואה דאודורנט רול און פרש נטורל לאישה (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900747976,תחליב רחצה וטיפוח קוקוס ושמן חוחובה (₪3.78 ל-),Super-Pharm,3.78,9.84,Suspiciously Low Price
4005900816108,דאודורנט רול און דריי אימפקט לגבר (₪43.80 ל-),Super-Pharm,43.8,13.45,Potential Pricing Error
4005900833723,POWER FRESH ג'ל רחצה לגבר (₪3.98 ל-),Super-Pharm,3.98,14.9,Suspiciously Low Price
4005900845702,דאודורנט רול און קול קיק פרש לגבר (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4005900874962,דאודורנט רול און לגבר דיפ ביט (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4006000016504,דאודורנט רול און פרש סנסיישן לגבר (₪43.80 ל-),Super-Pharm,43.8,11.9,Potential Pricing Error
4006000086705,קרם גוף לחות אקספרס לעור רגיל (₪5.98 ל-),Super-Pharm,5.98,24.9,Suspiciously Low Price
4006000086729,קרם גוף עשיר לעור יבש עד יבש מאוד (₪5.98 ל-),Super-Pharm,5.98,24.9,Suspiciously Low Price
4006000086743,קרם גוף סמוד סנסיישן לעור יבש (₪5.98 ל-),Super-Pharm,5.98,24.9,Suspiciously Low Price
4006000086767,תחליב גוף אלוורה&לחות לעור רגיל עד יבש (₪6.18 ל-),Super-Pharm,6.18,17.54,Suspiciously Low Price
4008400284620,קינדר - שוקובונס 46 גרם,Good Pharm,6.9,6.9,Suspiciously Low Price
40084077,קינדר מקסי שוקולד בודד 21 גר,Super-Pharm,4.9,4.9,Suspiciously Low Price
40084107,קינדר - ביצת הפתעה 20 גרם,Good Pharm,6.5,6.75,Suspiciously Low Price
40084107,קינדר - ביצת הפתעה 20 גרם,Super-Pharm,7.0,6.75,Suspiciously Low Price
4008600240655,קונדומים מחוספסים,Super-Pharm,4.24,22.92,Suspiciously Low Price
4008600240921,קונדום משומן במיוחד,Super-Pharm,4.24,34.9,Suspiciously Low Price
4008600241850,R3 קונדומים דקים במיוחד למקסימום תחושה 12 קונדומים (₪4.24 ליחידה),Super-Pharm,4.24,22.92,Suspected Unit Price (Keyword)
4008600241850,R3 קונדומים דקים במיוחד למקסימום תחושה 12 קונדומים (₪4.24 ליחידה),Be Pharm,41.6,22.92,Suspected Unit Price (Keyword)
4008600242895,קונדומים + טבעת השהיה,Super-Pharm,4.24,22.92,Suspiciously Low Price
4008600284871,מוצצים מיקי מאוס לגילאי 6-18 חודשים (₪22.95 ליחידה),Super-Pharm,22.95,30.0,Suspected Unit Price (Keyword)
4008600284871,מוצצים מיקי מאוס לגילאי 6-18 חודשים (₪22.95 ליחידה),Be Pharm,30.0,30.0,Suspected Unit Price (Keyword)
4008600284871,מוצצים מיקי מאוס לגילאי 6-18 חודשים (₪22.95 ליחידה),Good Pharm,37.9,30.0,Suspected Unit Price (Keyword)
4008600284918,מוצצים מיקי מאוס לגילאי 0-6 חודשים (₪22.95 ליחידה),Super-Pharm,22.95,30.0,Suspected Unit Price (Keyword)
4008600284918,מוצצים מיקי מאוס לגילאי 0-6 חודשים (₪22.95 ליחידה),Be Pharm,30.0,30.0,Suspected Unit Price (Keyword)
4008600284918,מוצצים מיקי מאוס לגילאי 0-6 חודשים (₪22.95 ליחידה),Good Pharm,37.9,30.0,Suspected Unit Price (Keyword)
4008600336440,ספייס לגילאי 0-6 חודשים (₪22.95 ליחידה),Super-Pharm,22.95,26.475,Suspected Unit Price (Keyword)
4008600336440,ספייס לגילאי 0-6 חודשים (₪22.95 ליחידה),Be Pharm,30.0,26.475,Suspected Unit Price (Keyword)
4008600338949,R3 קונדומים דקים ומשומנים לתחושה טבעית 24 קונדומים (₪3.37 ליחידה),Super-Pharm,3.37,33.645,Suspected Unit Price (Keyword)
